Epoch 0, lr 0.001
Epoch 477, lr 1e-05

(477,801) 0 step loss : 0.000366
(477,801) epoch loss : 0.005861
Epoch 478, lr 1e-05

(478,801) 0 step loss : 0.000366
(478,801) epoch loss : 0.005860
Epoch 479, lr 1e-05

(479,801) 0 step loss : 0.000365
(479,801) epoch loss : 0.005842
Epoch 480, lr 1e-05

(480,801) 0 step loss : 0.000364
(480,801) epoch loss : 0.005832
Epoch 481, lr 1e-05

(481,801) 0 step loss : 0.000365
(481,801) epoch loss : 0.005835
Epoch 482, lr 1e-05

(482,801) 0 step loss : 0.000366
(482,801) epoch loss : 0.005856
Epoch 483, lr 1e-05

(483,801) 0 step loss : 0.000367
(483,801) epoch loss : 0.005874
Epoch 484, lr 1e-05

(484,801) 0 step loss : 0.000366
(484,801) epoch loss : 0.005858
Epoch 485, lr 1e-05

(485,801) 0 step loss : 0.000365
(485,801) epoch loss : 0.005836
Epoch 486, lr 1e-05

(486,801) 0 step loss : 0.000365
(486,801) epoch loss : 0.005836
Epoch 487, lr 1e-05

(487,801) 0 step loss : 0.000365
(487,801) epoch loss : 0.005843
Epoch 488, lr 1e-05

(488,801) 0 step loss : 0.000364
(488,801) epoch loss : 0.005826
Epoch 489, lr 1e-05

(489,801) 0 step loss : 0.000363
(489,801) epoch loss : 0.005812
Epoch 490, lr 1e-05

(490,801) 0 step loss : 0.000363
(490,801) epoch loss : 0.005814
Epoch 491, lr 1e-05

(491,801) 0 step loss : 0.000364
(491,801) epoch loss : 0.005826
Epoch 492, lr 1e-05

(492,801) 0 step loss : 0.000364
(492,801) epoch loss : 0.005826
Epoch 493, lr 1e-05

(493,801) 0 step loss : 0.000363
(493,801) epoch loss : 0.005809
Epoch 494, lr 1e-05

(494,801) 0 step loss : 0.000363
(494,801) epoch loss : 0.005800
Epoch 495, lr 1e-05

(495,801) 0 step loss : 0.000363
(495,801) epoch loss : 0.005804
Epoch 496, lr 1e-05

(496,801) 0 step loss : 0.000363
(496,801) epoch loss : 0.005815
Epoch 497, lr 1e-05

(497,801) 0 step loss : 0.000364
(497,801) epoch loss : 0.005818
Epoch 498, lr 1e-05

(498,801) 0 step loss : 0.000363
(498,801) epoch loss : 0.005816
Epoch 499, lr 1e-05

(499,801) 0 step loss : 0.000364
(499,801) epoch loss : 0.005818
Epoch 500, lr 1e-05

(500,801) 0 step loss : 0.000363
(500,801) epoch loss : 0.005808
Epoch 501, lr 1e-05

(501,801) 0 step loss : 0.000362
(501,801) epoch loss : 0.005786
Epoch 502, lr 1e-05

(502,801) 0 step loss : 0.000361
(502,801) epoch loss : 0.005782
Epoch 503, lr 1e-05

(503,801) 0 step loss : 0.000362
(503,801) epoch loss : 0.005800
Epoch 504, lr 1e-05

(504,801) 0 step loss : 0.000363
(504,801) epoch loss : 0.005809
Epoch 505, lr 1e-05

(505,801) 0 step loss : 0.000361
(505,801) epoch loss : 0.005779
Epoch 506, lr 1e-05

(506,801) 0 step loss : 0.000360
(506,801) epoch loss : 0.005763
Epoch 507, lr 1e-05

(507,801) 0 step loss : 0.000360
(507,801) epoch loss : 0.005766
Epoch 508, lr 1e-05

(508,801) 0 step loss : 0.000362
(508,801) epoch loss : 0.005786
Epoch 509, lr 1e-05

(509,801) 0 step loss : 0.000362
(509,801) epoch loss : 0.005798
Epoch 510, lr 1e-05

(510,801) 0 step loss : 0.000361
(510,801) epoch loss : 0.005782
Epoch 511, lr 1e-05

(511,801) 0 step loss : 0.000360
(511,801) epoch loss : 0.005766
Epoch 512, lr 1e-05

(512,801) 0 step loss : 0.000361
(512,801) epoch loss : 0.005775
Epoch 513, lr 1e-05

(513,801) 0 step loss : 0.000361
(513,801) epoch loss : 0.005780
Epoch 514, lr 1e-05

(514,801) 0 step loss : 0.000361
(514,801) epoch loss : 0.005771
Epoch 515, lr 1e-05

(515,801) 0 step loss : 0.000360
(515,801) epoch loss : 0.005759
Epoch 516, lr 1e-05

(516,801) 0 step loss : 0.000360
(516,801) epoch loss : 0.005766
Epoch 517, lr 1e-05

(517,801) 0 step loss : 0.000360
(517,801) epoch loss : 0.005765
Epoch 518, lr 1e-05

(518,801) 0 step loss : 0.000360
(518,801) epoch loss : 0.005762
Epoch 519, lr 1e-05

(519,801) 0 step loss : 0.000360
(519,801) epoch loss : 0.005760
Epoch 520, lr 1e-05

(520,801) 0 step loss : 0.000360
(520,801) epoch loss : 0.005756
Epoch 521, lr 1e-05

(521,801) 0 step loss : 0.000359
(521,801) epoch loss : 0.005738
Epoch 522, lr 1e-05

(522,801) 0 step loss : 0.000358
(522,801) epoch loss : 0.005729
Epoch 523, lr 1e-05

(523,801) 0 step loss : 0.000358
(523,801) epoch loss : 0.005732
Epoch 524, lr 1e-05

(524,801) 0 step loss : 0.000359
(524,801) epoch loss : 0.005746
Epoch 525, lr 1e-05

(525,801) 0 step loss : 0.000359
(525,801) epoch loss : 0.005746
Epoch 526, lr 1e-05

(526,801) 0 step loss : 0.000358
(526,801) epoch loss : 0.005731
Epoch 527, lr 1e-05

(527,801) 0 step loss : 0.000357
(527,801) epoch loss : 0.005718
Epoch 528, lr 1e-05

(528,801) 0 step loss : 0.000358
(528,801) epoch loss : 0.005728
Epoch 529, lr 1e-05

(529,801) 0 step loss : 0.000360
(529,801) epoch loss : 0.005756
Epoch 530, lr 1e-05

(530,801) 0 step loss : 0.000360
(530,801) epoch loss : 0.005766
Epoch 531, lr 1e-05

(531,801) 0 step loss : 0.000359
(531,801) epoch loss : 0.005744
Epoch 532, lr 1e-05

(532,801) 0 step loss : 0.000358
(532,801) epoch loss : 0.005732
Epoch 533, lr 1e-05

(533,801) 0 step loss : 0.000358
(533,801) epoch loss : 0.005722
Epoch 534, lr 1e-05

(534,801) 0 step loss : 0.000357
(534,801) epoch loss : 0.005711
Epoch 535, lr 1e-05

(535,801) 0 step loss : 0.000358
(535,801) epoch loss : 0.005720
Epoch 536, lr 1e-05

(536,801) 0 step loss : 0.000359
(536,801) epoch loss : 0.005741
Epoch 537, lr 1e-05

(537,801) 0 step loss : 0.000357
(537,801) epoch loss : 0.005716
Epoch 538, lr 1e-05

(538,801) 0 step loss : 0.000356
(538,801) epoch loss : 0.005694
Epoch 539, lr 1e-05

(539,801) 0 step loss : 0.000356
(539,801) epoch loss : 0.005690
Epoch 540, lr 1e-05

(540,801) 0 step loss : 0.000356
(540,801) epoch loss : 0.005699
Epoch 541, lr 1e-05

(541,801) 0 step loss : 0.000356
(541,801) epoch loss : 0.005699
Epoch 542, lr 1e-05

(542,801) 0 step loss : 0.000356
(542,801) epoch loss : 0.005690
Epoch 543, lr 1e-05

(543,801) 0 step loss : 0.000355
(543,801) epoch loss : 0.005678
Epoch 544, lr 1e-05

(544,801) 0 step loss : 0.000355
(544,801) epoch loss : 0.005680
Epoch 545, lr 1e-05

(545,801) 0 step loss : 0.000355
(545,801) epoch loss : 0.005687
Epoch 546, lr 1e-05

(546,801) 0 step loss : 0.000356
(546,801) epoch loss : 0.005694
Epoch 547, lr 1e-05

(547,801) 0 step loss : 0.000357
(547,801) epoch loss : 0.005705
Epoch 548, lr 1e-05

(548,801) 0 step loss : 0.000358
(548,801) epoch loss : 0.005726
Epoch 549, lr 1e-05

(549,801) 0 step loss : 0.000358
(549,801) epoch loss : 0.005727
Epoch 550, lr 1e-05

(550,801) 0 step loss : 0.000355
(550,801) epoch loss : 0.005683
Epoch 551, lr 1e-05

(551,801) 0 step loss : 0.000354
(551,801) epoch loss : 0.005663
Epoch 552, lr 1e-05

(552,801) 0 step loss : 0.000355
(552,801) epoch loss : 0.005675
Epoch 553, lr 1e-05

(553,801) 0 step loss : 0.000356
(553,801) epoch loss : 0.005696
Epoch 554, lr 1e-05

(554,801) 0 step loss : 0.000355
(554,801) epoch loss : 0.005682
Epoch 555, lr 1e-05

(555,801) 0 step loss : 0.000354
(555,801) epoch loss : 0.005666
Epoch 556, lr 1e-05

(556,801) 0 step loss : 0.000354
(556,801) epoch loss : 0.005661
Epoch 557, lr 1e-05

(557,801) 0 step loss : 0.000354
(557,801) epoch loss : 0.005668
Epoch 558, lr 1e-05

(558,801) 0 step loss : 0.000354
(558,801) epoch loss : 0.005670
Epoch 559, lr 1e-05

(559,801) 0 step loss : 0.000355
(559,801) epoch loss : 0.005677
Epoch 560, lr 1e-05

(560,801) 0 step loss : 0.000354
(560,801) epoch loss : 0.005669
Epoch 561, lr 1e-05

(561,801) 0 step loss : 0.000353
(561,801) epoch loss : 0.005645
Epoch 562, lr 1e-05

(562,801) 0 step loss : 0.000353
(562,801) epoch loss : 0.005646
Epoch 563, lr 1e-05

(563,801) 0 step loss : 0.000355
(563,801) epoch loss : 0.005679
Epoch 564, lr 1e-05

(564,801) 0 step loss : 0.000355
(564,801) epoch loss : 0.005680
Epoch 565, lr 1e-05

(565,801) 0 step loss : 0.000353
(565,801) epoch loss : 0.005649
Epoch 566, lr 1e-05

(566,801) 0 step loss : 0.000352
(566,801) epoch loss : 0.005631
Epoch 567, lr 1e-05

(567,801) 0 step loss : 0.000352
(567,801) epoch loss : 0.005633
Epoch 568, lr 1e-05

(568,801) 0 step loss : 0.000352
(568,801) epoch loss : 0.005637
Epoch 569, lr 1e-05

(569,801) 0 step loss : 0.000352
(569,801) epoch loss : 0.005637
Epoch 570, lr 1e-05

(570,801) 0 step loss : 0.000352
(570,801) epoch loss : 0.005633
Epoch 571, lr 1e-05

(571,801) 0 step loss : 0.000352
(571,801) epoch loss : 0.005626
Epoch 572, lr 1e-05

(572,801) 0 step loss : 0.000352
(572,801) epoch loss : 0.005625
Epoch 573, lr 1e-05

(573,801) 0 step loss : 0.000353
(573,801) epoch loss : 0.005642
Epoch 574, lr 1e-05

(574,801) 0 step loss : 0.000354
(574,801) epoch loss : 0.005671
Epoch 575, lr 1e-05

(575,801) 0 step loss : 0.000354
(575,801) epoch loss : 0.005666
Epoch 576, lr 1e-05

(576,801) 0 step loss : 0.000353
(576,801) epoch loss : 0.005655
Epoch 577, lr 1e-05

(577,801) 0 step loss : 0.000353
(577,801) epoch loss : 0.005640
Epoch 578, lr 1e-05

(578,801) 0 step loss : 0.000353
(578,801) epoch loss : 0.005649
Epoch 579, lr 1e-05

(579,801) 0 step loss : 0.000353
(579,801) epoch loss : 0.005643
Epoch 580, lr 1e-05

(580,801) 0 step loss : 0.000351
(580,801) epoch loss : 0.005614
Epoch 581, lr 1e-05

(581,801) 0 step loss : 0.000350
(581,801) epoch loss : 0.005602
Epoch 582, lr 1e-05

(582,801) 0 step loss : 0.000352
(582,801) epoch loss : 0.005624
Epoch 583, lr 1e-05

(583,801) 0 step loss : 0.000353
(583,801) epoch loss : 0.005649
Epoch 584, lr 1e-05

(584,801) 0 step loss : 0.000351
(584,801) epoch loss : 0.005615
Epoch 585, lr 1e-05

(585,801) 0 step loss : 0.000350
(585,801) epoch loss : 0.005602
Epoch 586, lr 1e-05

(586,801) 0 step loss : 0.000351
(586,801) epoch loss : 0.005615
Epoch 587, lr 1e-05

(587,801) 0 step loss : 0.000351
(587,801) epoch loss : 0.005622
Epoch 588, lr 1e-05

(588,801) 0 step loss : 0.000351
(588,801) epoch loss : 0.005610
Epoch 589, lr 1e-05

(589,801) 0 step loss : 0.000350
(589,801) epoch loss : 0.005594
Epoch 590, lr 1e-05

(590,801) 0 step loss : 0.000350
(590,801) epoch loss : 0.005600
Epoch 591, lr 1e-05

(591,801) 0 step loss : 0.000351
(591,801) epoch loss : 0.005615
Epoch 592, lr 1e-05

(592,801) 0 step loss : 0.000350
(592,801) epoch loss : 0.005607
Epoch 593, lr 1e-05

(593,801) 0 step loss : 0.000349
(593,801) epoch loss : 0.005592
Epoch 594, lr 1e-05

(594,801) 0 step loss : 0.000349
(594,801) epoch loss : 0.005586
Epoch 595, lr 1e-05

(595,801) 0 step loss : 0.000350
(595,801) epoch loss : 0.005604
Epoch 596, lr 1e-05

(596,801) 0 step loss : 0.000350
(596,801) epoch loss : 0.005603
Epoch 597, lr 1e-05

(597,801) 0 step loss : 0.000349
(597,801) epoch loss : 0.005582
Epoch 598, lr 1e-05

(598,801) 0 step loss : 0.000348
(598,801) epoch loss : 0.005569
Epoch 599, lr 1e-05

(599,801) 0 step loss : 0.000348
(599,801) epoch loss : 0.005568
Epoch 600, lr 1.0000000000000002e-06

(600,801) 0 step loss : 0.000348
(600,801) epoch loss : 0.005568
Epoch 601, lr 1.0000000000000002e-06

(601,801) 0 step loss : 0.000347
(601,801) epoch loss : 0.005560
Epoch 602, lr 1.0000000000000002e-06

(602,801) 0 step loss : 0.000347
(602,801) epoch loss : 0.005546
Epoch 603, lr 1.0000000000000002e-06

(603,801) 0 step loss : 0.000346
(603,801) epoch loss : 0.005543
Epoch 604, lr 1.0000000000000002e-06

(604,801) 0 step loss : 0.000347
(604,801) epoch loss : 0.005550
Epoch 605, lr 1.0000000000000002e-06

(605,801) 0 step loss : 0.000347
(605,801) epoch loss : 0.005554
Epoch 606, lr 1.0000000000000002e-06

(606,801) 0 step loss : 0.000347
(606,801) epoch loss : 0.005549
Epoch 607, lr 1.0000000000000002e-06

(607,801) 0 step loss : 0.000346
(607,801) epoch loss : 0.005542
Epoch 608, lr 1.0000000000000002e-06

(608,801) 0 step loss : 0.000346
(608,801) epoch loss : 0.005540
Epoch 609, lr 1.0000000000000002e-06

(609,801) 0 step loss : 0.000346
(609,801) epoch loss : 0.005544
Epoch 610, lr 1.0000000000000002e-06

(610,801) 0 step loss : 0.000347
(610,801) epoch loss : 0.005546
Epoch 611, lr 1.0000000000000002e-06

(611,801) 0 step loss : 0.000346
(611,801) epoch loss : 0.005543
Epoch 612, lr 1.0000000000000002e-06

(612,801) 0 step loss : 0.000346
(612,801) epoch loss : 0.005539
Epoch 613, lr 1.0000000000000002e-06

(613,801) 0 step loss : 0.000346
(613,801) epoch loss : 0.005538
Epoch 614, lr 1.0000000000000002e-06

(614,801) 0 step loss : 0.000346
(614,801) epoch loss : 0.005539
Epoch 615, lr 1.0000000000000002e-06

(615,801) 0 step loss : 0.000346
(615,801) epoch loss : 0.005540
Epoch 616, lr 1.0000000000000002e-06

(616,801) 0 step loss : 0.000346
(616,801) epoch loss : 0.005538
Epoch 617, lr 1.0000000000000002e-06

(617,801) 0 step loss : 0.000346
(617,801) epoch loss : 0.005536
Epoch 618, lr 1.0000000000000002e-06

(618,801) 0 step loss : 0.000346
(618,801) epoch loss : 0.005535
Epoch 619, lr 1.0000000000000002e-06

(619,801) 0 step loss : 0.000346
(619,801) epoch loss : 0.005536
Epoch 620, lr 1.0000000000000002e-06

(620,801) 0 step loss : 0.000346
(620,801) epoch loss : 0.005536
Epoch 621, lr 1.0000000000000002e-06

(621,801) 0 step loss : 0.000346
(621,801) epoch loss : 0.005535
Epoch 622, lr 1.0000000000000002e-06

(622,801) 0 step loss : 0.000346
(622,801) epoch loss : 0.005533
Epoch 623, lr 1.0000000000000002e-06

(623,801) 0 step loss : 0.000346
(623,801) epoch loss : 0.005533
Epoch 624, lr 1.0000000000000002e-06

(624,801) 0 step loss : 0.000346
(624,801) epoch loss : 0.005533
Epoch 625, lr 1.0000000000000002e-06

(625,801) 0 step loss : 0.000346
(625,801) epoch loss : 0.005533
Epoch 626, lr 1.0000000000000002e-06

(626,801) 0 step loss : 0.000346
(626,801) epoch loss : 0.005532
Epoch 627, lr 1.0000000000000002e-06

(627,801) 0 step loss : 0.000346
(627,801) epoch loss : 0.005531
Epoch 628, lr 1.0000000000000002e-06

(628,801) 0 step loss : 0.000346
(628,801) epoch loss : 0.005531
Epoch 629, lr 1.0000000000000002e-06

(629,801) 0 step loss : 0.000346
(629,801) epoch loss : 0.005531
Epoch 630, lr 1.0000000000000002e-06

(630,801) 0 step loss : 0.000346
(630,801) epoch loss : 0.005530
Epoch 631, lr 1.0000000000000002e-06

(631,801) 0 step loss : 0.000346
(631,801) epoch loss : 0.005530
Epoch 632, lr 1.0000000000000002e-06

(632,801) 0 step loss : 0.000346
(632,801) epoch loss : 0.005529
Epoch 633, lr 1.0000000000000002e-06

(633,801) 0 step loss : 0.000346
(633,801) epoch loss : 0.005529
Epoch 634, lr 1.0000000000000002e-06

(634,801) 0 step loss : 0.000346
(634,801) epoch loss : 0.005529
Epoch 635, lr 1.0000000000000002e-06

(635,801) 0 step loss : 0.000346
(635,801) epoch loss : 0.005528
Epoch 636, lr 1.0000000000000002e-06

(636,801) 0 step loss : 0.000345
(636,801) epoch loss : 0.005528
Epoch 637, lr 1.0000000000000002e-06

(637,801) 0 step loss : 0.000345
(637,801) epoch loss : 0.005528
Epoch 638, lr 1.0000000000000002e-06

(638,801) 0 step loss : 0.000345
(638,801) epoch loss : 0.005527
Epoch 639, lr 1.0000000000000002e-06

(639,801) 0 step loss : 0.000345
(639,801) epoch loss : 0.005527
Epoch 640, lr 1.0000000000000002e-06

(640,801) 0 step loss : 0.000345
(640,801) epoch loss : 0.005526
Epoch 641, lr 1.0000000000000002e-06

(641,801) 0 step loss : 0.000345
(641,801) epoch loss : 0.005526
Epoch 642, lr 1.0000000000000002e-06

(642,801) 0 step loss : 0.000345
(642,801) epoch loss : 0.005526
Epoch 643, lr 1.0000000000000002e-06

(643,801) 0 step loss : 0.000345
(643,801) epoch loss : 0.005525
Epoch 644, lr 1.0000000000000002e-06

(644,801) 0 step loss : 0.000345
(644,801) epoch loss : 0.005525
Epoch 645, lr 1.0000000000000002e-06

(645,801) 0 step loss : 0.000345
(645,801) epoch loss : 0.005525
Epoch 646, lr 1.0000000000000002e-06

(646,801) 0 step loss : 0.000345
(646,801) epoch loss : 0.005524
Epoch 647, lr 1.0000000000000002e-06

(647,801) 0 step loss : 0.000345
(647,801) epoch loss : 0.005524
Epoch 648, lr 1.0000000000000002e-06

(648,801) 0 step loss : 0.000345
(648,801) epoch loss : 0.005524
Epoch 649, lr 1.0000000000000002e-06

(649,801) 0 step loss : 0.000345
(649,801) epoch loss : 0.005524
Epoch 650, lr 1.0000000000000002e-06

(650,801) 0 step loss : 0.000345
(650,801) epoch loss : 0.005523
Epoch 651, lr 1.0000000000000002e-06

(651,801) 0 step loss : 0.000345
(651,801) epoch loss : 0.005523
Epoch 652, lr 1.0000000000000002e-06

(652,801) 0 step loss : 0.000345
(652,801) epoch loss : 0.005523
Epoch 653, lr 1.0000000000000002e-06

(653,801) 0 step loss : 0.000345
(653,801) epoch loss : 0.005522
Epoch 654, lr 1.0000000000000002e-06

(654,801) 0 step loss : 0.000345
(654,801) epoch loss : 0.005522
Epoch 655, lr 1.0000000000000002e-06

(655,801) 0 step loss : 0.000345
(655,801) epoch loss : 0.005522
Epoch 656, lr 1.0000000000000002e-06

(656,801) 0 step loss : 0.000345
(656,801) epoch loss : 0.005521
Epoch 657, lr 1.0000000000000002e-06

(657,801) 0 step loss : 0.000345
(657,801) epoch loss : 0.005521
Epoch 658, lr 1.0000000000000002e-06

(658,801) 0 step loss : 0.000345
(658,801) epoch loss : 0.005521
Epoch 659, lr 1.0000000000000002e-06

(659,801) 0 step loss : 0.000345
(659,801) epoch loss : 0.005520
Epoch 660, lr 1.0000000000000002e-06

(660,801) 0 step loss : 0.000345
(660,801) epoch loss : 0.005520
Epoch 661, lr 1.0000000000000002e-06

(661,801) 0 step loss : 0.000345
(661,801) epoch loss : 0.005520
Epoch 662, lr 1.0000000000000002e-06

(662,801) 0 step loss : 0.000345
(662,801) epoch loss : 0.005520
Epoch 663, lr 1.0000000000000002e-06

(663,801) 0 step loss : 0.000345
(663,801) epoch loss : 0.005519
Epoch 664, lr 1.0000000000000002e-06

(664,801) 0 step loss : 0.000345
(664,801) epoch loss : 0.005519
Epoch 665, lr 1.0000000000000002e-06

(665,801) 0 step loss : 0.000345
(665,801) epoch loss : 0.005519
Epoch 666, lr 1.0000000000000002e-06

(666,801) 0 step loss : 0.000345
(666,801) epoch loss : 0.005518
Epoch 667, lr 1.0000000000000002e-06

(667,801) 0 step loss : 0.000345
(667,801) epoch loss : 0.005518
Epoch 668, lr 1.0000000000000002e-06

(668,801) 0 step loss : 0.000345
(668,801) epoch loss : 0.005518
Epoch 669, lr 1.0000000000000002e-06

(669,801) 0 step loss : 0.000345
(669,801) epoch loss : 0.005518
Epoch 670, lr 1.0000000000000002e-06

(670,801) 0 step loss : 0.000345
(670,801) epoch loss : 0.005517
Epoch 671, lr 1.0000000000000002e-06

(671,801) 0 step loss : 0.000345
(671,801) epoch loss : 0.005517
Epoch 672, lr 1.0000000000000002e-06

(672,801) 0 step loss : 0.000345
(672,801) epoch loss : 0.005517
Epoch 673, lr 1.0000000000000002e-06

(673,801) 0 step loss : 0.000345
(673,801) epoch loss : 0.005516
Epoch 674, lr 1.0000000000000002e-06

(674,801) 0 step loss : 0.000345
(674,801) epoch loss : 0.005516
Epoch 675, lr 1.0000000000000002e-06

(675,801) 0 step loss : 0.000345
(675,801) epoch loss : 0.005516
Epoch 676, lr 1.0000000000000002e-06

(676,801) 0 step loss : 0.000345
(676,801) epoch loss : 0.005516
Epoch 677, lr 1.0000000000000002e-06

(677,801) 0 step loss : 0.000345
(677,801) epoch loss : 0.005515
Epoch 678, lr 1.0000000000000002e-06

(678,801) 0 step loss : 0.000345
(678,801) epoch loss : 0.005515
Epoch 679, lr 1.0000000000000002e-06

(679,801) 0 step loss : 0.000345
(679,801) epoch loss : 0.005515
Epoch 680, lr 1.0000000000000002e-06

(680,801) 0 step loss : 0.000345
(680,801) epoch loss : 0.005515
Epoch 681, lr 1.0000000000000002e-06

(681,801) 0 step loss : 0.000345
(681,801) epoch loss : 0.005514
Epoch 682, lr 1.0000000000000002e-06

(682,801) 0 step loss : 0.000345
(682,801) epoch loss : 0.005514
Epoch 683, lr 1.0000000000000002e-06

(683,801) 0 step loss : 0.000345
(683,801) epoch loss : 0.005514
Epoch 684, lr 1.0000000000000002e-06

(684,801) 0 step loss : 0.000345
(684,801) epoch loss : 0.005514
Epoch 685, lr 1.0000000000000002e-06

(685,801) 0 step loss : 0.000345
(685,801) epoch loss : 0.005513
Epoch 686, lr 1.0000000000000002e-06

(686,801) 0 step loss : 0.000345
(686,801) epoch loss : 0.005513
Epoch 687, lr 1.0000000000000002e-06

(687,801) 0 step loss : 0.000345
(687,801) epoch loss : 0.005513
Epoch 688, lr 1.0000000000000002e-06

(688,801) 0 step loss : 0.000345
(688,801) epoch loss : 0.005512
Epoch 689, lr 1.0000000000000002e-06

(689,801) 0 step loss : 0.000345
(689,801) epoch loss : 0.005512
Epoch 690, lr 1.0000000000000002e-06

(690,801) 0 step loss : 0.000344
(690,801) epoch loss : 0.005512
Epoch 691, lr 1.0000000000000002e-06

(691,801) 0 step loss : 0.000344
(691,801) epoch loss : 0.005512
Epoch 692, lr 1.0000000000000002e-06

(692,801) 0 step loss : 0.000344
(692,801) epoch loss : 0.005511
Epoch 693, lr 1.0000000000000002e-06

(693,801) 0 step loss : 0.000344
(693,801) epoch loss : 0.005511
Epoch 694, lr 1.0000000000000002e-06

(694,801) 0 step loss : 0.000344
(694,801) epoch loss : 0.005511
Epoch 695, lr 1.0000000000000002e-06

(695,801) 0 step loss : 0.000344
(695,801) epoch loss : 0.005511
Epoch 696, lr 1.0000000000000002e-06

(696,801) 0 step loss : 0.000344
(696,801) epoch loss : 0.005510
Epoch 697, lr 1.0000000000000002e-06

(697,801) 0 step loss : 0.000344
(697,801) epoch loss : 0.005510
Epoch 698, lr 1.0000000000000002e-06

(698,801) 0 step loss : 0.000344
(698,801) epoch loss : 0.005510
Epoch 699, lr 1.0000000000000002e-06

(699,801) 0 step loss : 0.000344
(699,801) epoch loss : 0.005510
Epoch 700, lr 1.0000000000000002e-07

(700,801) 0 step loss : 0.000344
(700,801) epoch loss : 0.005509
Epoch 701, lr 1.0000000000000002e-07

(701,801) 0 step loss : 0.000344
(701,801) epoch loss : 0.005509
Epoch 702, lr 1.0000000000000002e-07

(702,801) 0 step loss : 0.000344
(702,801) epoch loss : 0.005509
Epoch 703, lr 1.0000000000000002e-07

(703,801) 0 step loss : 0.000344
(703,801) epoch loss : 0.005509
Epoch 704, lr 1.0000000000000002e-07

(704,801) 0 step loss : 0.000344
(704,801) epoch loss : 0.005509
Epoch 705, lr 1.0000000000000002e-07

(705,801) 0 step loss : 0.000344
(705,801) epoch loss : 0.005509
Epoch 706, lr 1.0000000000000002e-07

(706,801) 0 step loss : 0.000344
(706,801) epoch loss : 0.005509
Epoch 707, lr 1.0000000000000002e-07

(707,801) 0 step loss : 0.000344
(707,801) epoch loss : 0.005509
Epoch 708, lr 1.0000000000000002e-07

(708,801) 0 step loss : 0.000344
(708,801) epoch loss : 0.005509
Epoch 709, lr 1.0000000000000002e-07

(709,801) 0 step loss : 0.000344
(709,801) epoch loss : 0.005509
Epoch 710, lr 1.0000000000000002e-07

(710,801) 0 step loss : 0.000344
(710,801) epoch loss : 0.005509
Epoch 711, lr 1.0000000000000002e-07

(711,801) 0 step loss : 0.000344
(711,801) epoch loss : 0.005509
Epoch 712, lr 1.0000000000000002e-07

(712,801) 0 step loss : 0.000344
(712,801) epoch loss : 0.005509
Epoch 713, lr 1.0000000000000002e-07

(713,801) 0 step loss : 0.000344
(713,801) epoch loss : 0.005509
Epoch 714, lr 1.0000000000000002e-07

(714,801) 0 step loss : 0.000344
(714,801) epoch loss : 0.005509
Epoch 715, lr 1.0000000000000002e-07

(715,801) 0 step loss : 0.000344
(715,801) epoch loss : 0.005509
Epoch 716, lr 1.0000000000000002e-07

(716,801) 0 step loss : 0.000344
(716,801) epoch loss : 0.005509
Epoch 717, lr 1.0000000000000002e-07

(717,801) 0 step loss : 0.000344
(717,801) epoch loss : 0.005509
Epoch 718, lr 1.0000000000000002e-07

(718,801) 0 step loss : 0.000344
(718,801) epoch loss : 0.005509
Epoch 719, lr 1.0000000000000002e-07

(719,801) 0 step loss : 0.000344
(719,801) epoch loss : 0.005509
Epoch 720, lr 1.0000000000000002e-07

(720,801) 0 step loss : 0.000344
(720,801) epoch loss : 0.005509
Epoch 721, lr 1.0000000000000002e-07

(721,801) 0 step loss : 0.000344
(721,801) epoch loss : 0.005509
Epoch 722, lr 1.0000000000000002e-07

(722,801) 0 step loss : 0.000344
(722,801) epoch loss : 0.005509
Epoch 723, lr 1.0000000000000002e-07

(723,801) 0 step loss : 0.000344
(723,801) epoch loss : 0.005509
Epoch 724, lr 1.0000000000000002e-07

(724,801) 0 step loss : 0.000344
(724,801) epoch loss : 0.005509
Epoch 725, lr 1.0000000000000002e-07

(725,801) 0 step loss : 0.000344
(725,801) epoch loss : 0.005509
Epoch 726, lr 1.0000000000000002e-07

(726,801) 0 step loss : 0.000344
(726,801) epoch loss : 0.005509
Epoch 727, lr 1.0000000000000002e-07

(727,801) 0 step loss : 0.000344
(727,801) epoch loss : 0.005509
Epoch 728, lr 1.0000000000000002e-07

(728,801) 0 step loss : 0.000344
(728,801) epoch loss : 0.005509
Epoch 729, lr 1.0000000000000002e-07

(729,801) 0 step loss : 0.000344
(729,801) epoch loss : 0.005509
Epoch 730, lr 1.0000000000000002e-07

(730,801) 0 step loss : 0.000344
(730,801) epoch loss : 0.005509
Epoch 731, lr 1.0000000000000002e-07

(731,801) 0 step loss : 0.000344
(731,801) epoch loss : 0.005509
Epoch 732, lr 1.0000000000000002e-07

(732,801) 0 step loss : 0.000344
